class	a0	a1	a2	a5	a3	a4	coefficient
cycle	3	2	1	2	4	2	3720
cycle	2	3	1	2	4	2	13420
cycle	1	4	1	2	4	2	-2310
cycle	0	5	1	2	4	2	1300
cycle	4	0	2	2	4	2	515
cycle	3	1	2	2	4	2	3720
cycle	2	2	2	2	4	2	-31050
cycle	1	3	2	2	4	2	2680
cycle	0	4	2	2	4	2	355
cycle	3	0	3	2	4	2	830
cycle	2	1	3	2	4	2	13420
cycle	1	2	3	2	4	2	2680
cycle	0	3	3	2	4	2	120
cycle	2	0	4	2	4	2	790
cycle	1	1	4	2	4	2	-2310
cycle	0	2	4	2	4	2	355
cycle	1	0	5	2	4	2	670
cycle	0	1	5	2	4	2	1300
cycle	0	0	6	2	4	2	235
cycle	4	1	0	2	5	2	360
cycle	3	2	0	2	5	2	2520
cycle	2	3	0	2	5	2	-180
cycle	1	4	0	2	5	2	-30
cycle	0	5	0	2	5	2	-90
cycle	4	0	1	2	5	2	360
cycle	3	1	1	2	5	2	300
cycle	2	2	1	2	5	2	1560
cycle	1	3	1	2	5	2	1140
cycle	0	4	1	2	5	2	780
cycle	3	0	2	2	5	2	2520
cycle	2	1	2	2	5	2	1560
cycle	1	2	2	2	5	2	3960
cycle	0	3	2	2	5	2	360
cycle	2	0	3	2	5	2	-180
cycle	1	1	3	2	5	2	1140
cycle	0	2	3	2	5	2	360
cycle	1	0	4	2	5	2	-30
cycle	0	1	4	2	5	2	780
cycle	0	0	5	2	5	2	-90
cycle	3	1	0	2	6	2	-3150
cycle	2	2	0	2	6	2	-2040
cycle	1	3	0	2	6	2	70
cycle	0	4	0	2	6	2	-730
cycle	3	0	1	2	6	2	-3150
cycle	2	1	1	2	6	2	1590
cycle	1	2	1	2	6	2	-900
cycle	2	0	2	2	6	2	-2040
cycle	1	1	2	2	6	2	-900
cycle	0	2	2	2	6	2	840
cycle	1	0	3	2	6	2	70
cycle	0	0	4	2	6	2	-730
cycle	2	1	0	2	7	2	1350
cycle	1	2	0	2	7	2	70
cycle	0	3	0	2	7	2	160
cycle	2	0	1	2	7	2	1350
cycle	1	1	1	2	7	2	-20
cycle	0	2	1	2	7	2	660
cycle	1	0	2	2	7	2	70
cycle	0	1	2	2	7	2	660
cycle	0	0	3	2	7	2	160
cycle	1	1	0	2	8	2	-180
cycle	0	2	0	2	8	2	150
cycle	1	0	1	2	8	2	-180
cycle	0	0	2	2	8	2	150
cycle	0	1	0	2	9	2	-150
cycle	0	0	1	2	9	2	-150
cycle	8	1	0	2	0	3	70
cycle	7	2	0	2	0	3	530
cycle	6	3	0	2	0	3	610
cycle	5	4	0	2	0	3	1110
cycle	4	5	0	2	0	3	1770
cycle	3	6	0	2	0	3	600
cycle	2	7	0	2	0	3	430
cycle	1	8	0	2	0	3	350
cycle	0	9	0	2	0	3	-50
cycle	8	0	1	2	0	3	70
cycle	7	1	1	2	0	3	20
cycle	6	2	1	2	0	3	200
cycle	5	3	1	2	0	3	-420
cycle	4	4	1	2	0	3	900
cycle	3	5	1	2	0	3	1180
cycle	2	6	1	2	0	3	-80
cycle	1	7	1	2	0	3	220
cycle	0	8	1	2	0	3	-60
cycle	7	0	2	2	0	3	530
cycle	6	1	2	2	0	3	200
cycle	5	2	2	2	0	3	-960
cycle	4	3	2	2	0	3	-1800
cycle	3	4	2	2	0	3	-1760
cycle	2	5	2	2	0	3	840
cycle	1	6	2	2	0	3	-260
cycle	0	7	2	2	0	3	440
cycle	6	0	3	2	0	3	610
cycle	5	1	3	2	0	3	-420
cycle	4	2	3	2	0	3	-1800
cycle	3	3	3	2	0	3	-1440
cycle	2	4	3	2	0	3	-2020
cycle	1	5	3	2	0	3	40
cycle	0	6	3	2	0	3	-420
cycle	5	0	4	2	0	3	1110
cycle	4	1	4	2	0	3	900
cycle	3	2	4	2	0	3	-1760
cycle	2	3	4	2	0	3	-2020
cycle	1	4	4	2	0	3	-1380
cycle	0	5	4	2	0	3	-300
cycle	4	0	5	2	0	3	1770
cycle	3	1	5	2	0	3	1180
cycle	2	2	5	2	0	3	840
cycle	1	3	5	2	0	3	40
cycle	0	4	5	2	0	3	-300
cycle	3	0	6	2	0	3	600
cycle	2	1	6	2	0	3	-80
cycle	1	2	6	2	0	3	-260
cycle	0	3	6	2	0	3	-420
cycle	2	0	7	2	0	3	430
cycle	1	1	7	2	0	3	220
cycle	0	2	7	2	0	3	440
cycle	1	0	8	2	0	3	350
cycle	0	1	8	2	0	3	-60
cycle	0	0	9	2	0	3	-50
cycle	7	1	0	2	1	3	-900
cycle	6	2	0	2	1	3	820
cycle	5	3	0	2	1	3	200
cycle	4	4	0	2	1	3	-1220
cycle	3	5	0	2	1	3	-360
cycle	2	6	0	2	1	3	-600
cycle	1	7	0	2	1	3	100
cycle	0	8	0	2	1	3	350
cycle	7	0	1	2	1	3	-900
cycle	6	1	1	2	1	3	-820
cycle	5	2	1	2	1	3	1200
cycle	4	3	1	2	1	3	-7160
cycle	3	4	1	2	1	3	-2280
cycle	2	5	1	2	1	3	1480
cycle	1	6	1	2	1	3	-120
cycle	0	7	1	2	1	3	280
cycle	6	0	2	2	1	3	820
cycle	5	1	2	2	1	3	1200
cycle	4	2	2	2	1	3	22140
cycle	3	3	2	2	1	3	-1600
cycle	2	4	2	2	1	3	-2660
cycle	1	5	2	2	1	3	8800
cycle	0	6	2	2	1	3	-340
cycle	5	0	3	2	1	3	200
cycle	4	1	3	2	1	3	-7160
cycle	3	2	3	2	1	3	-1600
cycle	2	3	3	2	1	3	-1840
cycle	1	4	3	2	1	3	-8160
cycle	0	5	3	2	1	3	240
cycle	4	0	4	2	1	3	-1220
cycle	3	1	4	2	1	3	-2280
cycle	2	2	4	2	1	3	-2660
cycle	1	3	4	2	1	3	-8160
cycle	0	4	4	2	1	3	-600
cycle	3	0	5	2	1	3	-360
cycle	2	1	5	2	1	3	1480
cycle	1	2	5	2	1	3	8800
cycle	0	3	5	2	1	3	240
cycle	2	0	6	2	1	3	-600
cycle	1	1	6	2	1	3	-120
cycle	0	2	6	2	1	3	-340
cycle	1	0	7	2	1	3	100
cycle	0	1	7	2	1	3	280
cycle	0	0	8	2	1	3	350
cycle	6	1	0	2	2	3	3320
cycle	5	2	0	2	2	3	-1240
cycle	4	3	0	2	2	3	-350
cycle	3	4	0	2	2	3	290
cycle	2	5	0	2	2	3	-320
cycle	1	6	0	2	2	3	-640
cycle	0	7	0	2	2	3	370
cycle	6	0	1	2	2	3	3320
cycle	5	1	1	2	2	3	200
cycle	4	2	1	2	2	3	-2440
cycle	3	3	1	2	2	3	14640
cycle	2	4	1	2	2	3	-2580
cycle	1	5	1	2	2	3	3900
cycle	0	6	1	2	2	3	650
cycle	5	0	2	2	2	3	-1240
cycle	4	1	2	2	2	3	-2440
cycle	3	2	2	2	2	3	-56700
cycle	2	3	2	2	2	3	-2600
cycle	1	4	2	2	2	3	-4380
cycle	0	5	2	2	2	3	-2600
cycle	4	0	3	2	2	3	-350
cycle	3	1	3	2	2	3	14640
cycle	2	2	3	2	2	3	-2600
cycle	1	3	3	2	2	3	-400
cycle	0	4	3	2	2	3	1730
cycle	3	0	4	2	2	3	290
cycle	2	1	4	2	2	3	-2580
cycle	1	2	4	2	2	3	-4380
cycle	0	3	4	2	2	3	1730
cycle	2	0	5	2	2	3	-320
cycle	1	1	5	2	2	3	3900
cycle	0	2	5	2	2	3	-2600
cycle	1	0	6	2	2	3	-640
cycle	0	1	6	2	2	3	650
cycle	0	0	7	2	2	3	370
cycle	4	1	0	2	4	3	-8900
cycle	3	2	0	2	4	3	-1380
cycle	2	3	0	2	4	3	480
cycle	1	4	0	2	4	3	-910
cycle	0	5	0	2	4	3	1460
cycle	4	0	1	2	4	3	-8900
cycle	3	1	1	2	4	3	1680
cycle	2	2	1	2	4	3	1280
cycle	1	3	1	2	4	3	-4780
cycle	0	4	1	2	4	3	1480
cycle	3	0	2	2	4	3	-1380
cycle	2	1	2	2	4	3	1280
cycle	1	2	2	2	4	3	22440
cycle	0	3	2	2	4	3	-440
cycle	2	0	3	2	4	3	480
cycle	1	1	3	2	4	3	-4780
cycle	0	2	3	2	4	3	-440
cycle	1	0	4	2	4	3	-910
cycle	0	1	4	2	4	3	1480
cycle	0	0	5	2	4	3	1460
cycle	3	1	0	2	5	3	7120
cycle	2	2	0	2	5	3	1280
cycle	1	3	0	2	5	3	660
cycle	0	4	0	2	5	3	1290
cycle	3	0	1	2	5	3	7120
cycle	2	1	1	2	5	3	500
cycle	1	2	1	2	5	3	3600
cycle	0	3	1	2	5	3	1060
cycle	2	0	2	2	5	3	1280
cycle	1	1	2	2	5	3	3600
cycle	0	2	2	2	5	3	-3540
cycle	1	0	3	2	5	3	660
cycle	0	1	3	2	5	3	1060
cycle	0	0	4	2	5	3	1290
cycle	2	1	0	2	6	3	170
cycle	1	2	0	2	6	3	1210
cycle	0	3	0	2	6	3	120
cycle	2	0	1	2	6	3	170
cycle	1	1	1	2	6	3	-740
cycle	0	2	1	2	6	3	-380
cycle	1	0	2	2	6	3	1210
cycle	0	1	2	2	6	3	-380
cycle	0	0	3	2	6	3	120
cycle	1	1	0	2	7	3	-720
cycle	0	2	0	2	7	3	220
cycle	1	0	1	2	7	3	-720
cycle	0	1	1	2	7	3	440
cycle	0	0	2	2	7	3	220
cycle	0	1	0	2	8	3	160
cycle	0	0	1	2	8	3	160
cycle	7	1	0	2	0	4	350
cycle	6	2	0	2	0	4	-260
cycle	5	3	0	2	0	4	-140
cycle	4	4	0	2	0	4	1615
cycle	3	5	0	2	0	4	310
cycle	2	6	0	2	0	4	375
cycle	1	7	0	2	0	4	850
cycle	0	8	0	2	0	4	-100
cycle	7	0	1	2	0	4	350
cycle	6	1	1	2	0	4	-150
cycle	5	2	1	2	0	4	-1640
cycle	4	3	1	2	0	4	670
cycle	3	4	1	2	0	4	-580
cycle	2	5	1	2	0	4	-1390
cycle	1	6	1	2	0	4	280
cycle	0	7	1	2	0	4	-140
cycle	6	0	2	2	0	4	-260
cycle	5	1	2	2	0	4	-1640
cycle	4	2	2	2	0	4	-6810
cycle	3	3	2	2	0	4	-1360
cycle	2	4	2	2	0	4	-580
cycle	1	5	2	2	0	4	-2800
cycle	0	6	2	2	0	4	250
cycle	5	0	3	2	0	4	-140
cycle	4	1	3	2	0	4	670
cycle	3	2	3	2	0	4	-1360
cycle	2	3	3	2	0	4	-1100
cycle	1	4	3	2	0	4	1170
cycle	0	5	3	2	0	4	-400
cycle	4	0	4	2	0	4	1615
cycle	3	1	4	2	0	4	-580
cycle	2	2	4	2	0	4	-580
cycle	1	3	4	2	0	4	1170
cycle	0	4	4	2	0	4	-310
cycle	3	0	5	2	0	4	310
cycle	2	1	5	2	0	4	-1390
cycle	1	2	5	2	0	4	-2800
cycle	0	3	5	2	0	4	-400
cycle	2	0	6	2	0	4	375
cycle	1	1	6	2	0	4	280
cycle	0	2	6	2	0	4	250
cycle	1	0	7	2	0	4	850
cycle	0	1	7	2	0	4	-140
cycle	0	0	8	2	0	4	-100
cycle	6	1	0	2	1	4	-60
cycle	5	2	0	2	1	4	-70
cycle	4	3	0	2	1	4	10
cycle	3	4	0	2	1	4	-310
cycle	2	5	0	2	1	4	-780
cycle	1	6	0	2	1	4	750
cycle	0	7	0	2	1	4	660
cycle	6	0	1	2	1	4	-60
cycle	5	1	1	2	1	4	920
cycle	4	2	1	2	1	4	860
cycle	3	3	1	2	1	4	-2380
cycle	2	4	1	2	1	4	1890
cycle	1	5	1	2	1	4	420
cycle	0	6	1	2	1	4	290
cycle	5	0	2	2	1	4	-70
cycle	4	1	2	2	1	4	860
cycle	3	2	2	2	1	4	-300
cycle	2	3	2	2	1	4	-2580
cycle	1	4	2	2	1	4	2490
cycle	0	5	2	2	1	4	-1020
cycle	4	0	3	2	1	4	10
cycle	3	1	3	2	1	4	-2380
cycle	2	2	3	2	1	4	-2580
cycle	1	3	3	2	1	4	-4500
cycle	0	4	3	2	1	4	140
cycle	3	0	4	2	1	4	-310
cycle	2	1	4	2	1	4	1890
cycle	1	2	4	2	1	4	2490
cycle	0	3	4	2	1	4	140
cycle	2	0	5	2	1	4	-780
cycle	1	1	5	2	1	4	420
cycle	0	2	5	2	1	4	-1020
cycle	1	0	6	2	1	4	750
cycle	0	1	6	2	1	4	290
cycle	0	0	7	2	1	4	660
cycle	5	1	0	2	2	4	-5340
cycle	4	2	0	2	2	4	-515
cycle	3	3	0	2	2	4	-830
cycle	2	4	0	2	2	4	-790
cycle	1	5	0	2	2	4	-670
cycle	0	6	0	2	2	4	-235
cycle	5	0	1	2	2	4	-5340
cycle	4	1	1	2	2	4	-1010
cycle	3	2	1	2	2	4	-3720
cycle	2	3	1	2	2	4	-13420
cycle	1	4	1	2	2	4	2310
cycle	0	5	1	2	2	4	-1300
cycle	4	0	2	2	2	4	-515
cycle	3	1	2	2	2	4	-3720
cycle	2	2	2	2	2	4	31050
cycle	1	3	2	2	2	4	-2680
cycle	0	4	2	2	2	4	-355
cycle	3	0	3	2	2	4	-830
cycle	2	1	3	2	2	4	-13420
cycle	1	2	3	2	2	4	-2680
cycle	0	3	3	2	2	4	-120
cycle	2	0	4	2	2	4	-790
cycle	1	1	4	2	2	4	2310
cycle	0	2	4	2	2	4	-355
cycle	1	0	5	2	2	4	-670
cycle	0	1	5	2	2	4	-1300
cycle	0	0	6	2	2	4	-235
cycle	4	1	0	2	3	4	8900
cycle	3	2	0	2	3	4	1380
cycle	2	3	0	2	3	4	-480
cycle	1	4	0	2	3	4	910
cycle	0	5	0	2	3	4	-1460
cycle	4	0	1	2	3	4	8900
cycle	3	1	1	2	3	4	-1680
cycle	2	2	1	2	3	4	-1280
cycle	1	3	1	2	3	4	4780
cycle	0	4	1	2	3	4	-1480
cycle	3	0	2	2	3	4	1380
cycle	2	1	2	2	3	4	-1280
cycle	1	2	2	2	3	4	-22440
cycle	0	3	2	2	3	4	440
cycle	2	0	3	2	3	4	-480
cycle	1	1	3	2	3	4	4780
cycle	0	2	3	2	3	4	440
cycle	1	0	4	2	3	4	910
cycle	0	1	4	2	3	4	-1480
cycle	0	0	5	2	3	4	-1460
cycle	2	1	0	2	5	4	-4980
cycle	1	2	0	2	5	4	-660
cycle	0	3	0	2	5	4	-890
cycle	2	0	1	2	5	4	-4980
cycle	1	1	1	2	5	4	2400
cycle	0	2	1	2	5	4	-1040
cycle	1	0	2	2	5	4	-660
cycle	0	1	2	2	5	4	-1040
cycle	0	0	3	2	5	4	-890
cycle	1	1	0	2	6	4	1600
cycle	0	2	0	2	6	4	-885
cycle	1	0	1	2	6	4	1600
cycle	0	1	1	2	6	4	-370
cycle	0	0	2	2	6	4	-885
cycle	0	1	0	2	7	4	30
cycle	0	0	1	2	7	4	30
cycle	6	1	0	2	0	5	-320
cycle	5	2	0	2	0	5	-180
cycle	4	3	0	2	0	5	750
cycle	3	4	0	2	0	5	-180
cycle	2	5	0	2	0	5	410
cycle	1	6	0	2	0	5	1270
cycle	0	7	0	2	0	5	-190
cycle	6	0	1	2	0	5	-320
cycle	5	1	1	2	0	5	-660
cycle	4	2	1	2	0	5	-600
cycle	3	3	1	2	0	5	-1480
cycle	2	4	1	2	0	5	-1590
cycle	1	5	1	2	0	5	-360
cycle	0	6	1	2	0	5	-210
cycle	5	0	2	2	0	5	-180
cycle	4	1	2	2	0	5	-600
cycle	3	2	2	2	0	5	2580
cycle	2	3	2	2	0	5	-640
cycle	1	4	2	2	0	5	-1620
cycle	0	5	2	2	0	5	500
cycle	4	0	3	2	0	5	750
cycle	3	1	3	2	0	5	-1480
cycle	2	2	3	2	0	5	-640
cycle	1	3	3	2	0	5	160
cycle	0	4	3	2	0	5	-660
cycle	3	0	4	2	0	5	-180
cycle	2	1	4	2	0	5	-1590
cycle	1	2	4	2	0	5	-1620
cycle	0	3	4	2	0	5	-660
cycle	2	0	5	2	0	5	410
cycle	1	1	5	2	0	5	-360
cycle	0	2	5	2	0	5	500
cycle	1	0	6	2	0	5	1270
cycle	0	1	6	2	0	5	-210
cycle	0	0	7	2	0	5	-190
cycle	5	1	0	2	1	5	1920
cycle	4	2	0	2	1	5	590
cycle	3	3	0	2	1	5	-460
cycle	2	4	0	2	1	5	160
cycle	1	5	0	2	1	5	1840
cycle	0	6	0	2	1	5	1270
cycle	5	0	1	2	1	5	1920
cycle	4	1	1	2	1	5	-1480
cycle	3	2	1	2	1	5	-2400
cycle	2	3	1	2	1	5	2800
cycle	1	4	1	2	1	5	-720
cycle	0	5	1	2	1	5	280
cycle	4	0	2	2	1	5	590
cycle	3	1	2	2	1	5	-2400
cycle	2	2	2	2	1	5	-16560
cycle	1	3	2	2	1	5	-2000
cycle	0	4	2	2	1	5	-890
cycle	3	0	3	2	1	5	-460
cycle	2	1	3	2	1	5	2800
cycle	1	2	3	2	1	5	-2000
cycle	0	3	3	2	1	5	-300
cycle	2	0	4	2	1	5	160
cycle	1	1	4	2	1	5	-720
cycle	0	2	4	2	1	5	-890
cycle	1	0	5	2	1	5	1840
cycle	0	1	5	2	1	5	280
cycle	0	0	6	2	1	5	1270
cycle	4	1	0	2	2	5	-360
cycle	3	2	0	2	2	5	-2520
cycle	2	3	0	2	2	5	180
cycle	1	4	0	2	2	5	30
cycle	0	5	0	2	2	5	90
cycle	4	0	1	2	2	5	-360
cycle	3	1	1	2	2	5	-300
cycle	2	2	1	2	2	5	-1560
cycle	1	3	1	2	2	5	-1140
cycle	0	4	1	2	2	5	-780
cycle	3	0	2	2	2	5	-2520
cycle	2	1	2	2	2	5	-1560
cycle	1	2	2	2	2	5	-3960
cycle	0	3	2	2	2	5	-360
cycle	2	0	3	2	2	5	180
cycle	1	1	3	2	2	5	-1140
cycle	0	2	3	2	2	5	-360
cycle	1	0	4	2	2	5	30
cycle	0	1	4	2	2	5	-780
cycle	0	0	5	2	2	5	90
cycle	3	1	0	2	3	5	-7120
cycle	2	2	0	2	3	5	-1280
cycle	1	3	0	2	3	5	-660
cycle	0	4	0	2	3	5	-1290
cycle	3	0	1	2	3	5	-7120
cycle	2	1	1	2	3	5	-500
cycle	1	2	1	2	3	5	-3600
cycle	0	3	1	2	3	5	-1060
cycle	2	0	2	2	3	5	-1280
cycle	1	1	2	2	3	5	-3600
cycle	0	2	2	2	3	5	3540
cycle	1	0	3	2	3	5	-660
cycle	0	1	3	2	3	5	-1060
cycle	0	0	4	2	3	5	-1290
cycle	2	1	0	2	4	5	4980
cycle	1	2	0	2	4	5	660
cycle	0	3	0	2	4	5	890
cycle	2	0	1	2	4	5	4980
cycle	1	1	1	2	4	5	-2400
cycle	0	2	1	2	4	5	1040
cycle	1	0	2	2	4	5	660
cycle	0	1	2	2	4	5	1040
cycle	0	0	3	2	4	5	890
cycle	0	1	0	2	6	5	-490
cycle	0	0	1	2	6	5	-490
cycle	5	1	0	2	0	6	170
cycle	4	2	0	2	0	6	625
cycle	3	3	0	2	0	6	490
cycle	2	4	0	2	0	6	635
cycle	1	5	0	2	0	6	930
cycle	0	6	0	2	0	6	-250
cycle	5	0	1	2	0	6	170
cycle	4	1	1	2	0	6	220
cycle	3	2	1	2	0	6	580
cycle	2	3	1	2	0	6	-550
cycle	1	4	1	2	0	6	-180
cycle	0	5	1	2	0	6	-140
cycle	4	0	2	2	0	6	625
cycle	3	1	2	2	0	6	580
cycle	2	2	2	2	0	6	1110
cycle	1	3	2	2	0	6	-300
cycle	0	4	2	2	0	6	205
cycle	3	0	3	2	0	6	490
cycle	2	1	3	2	0	6	-550
cycle	1	2	3	2	0	6	-300
cycle	0	3	3	2	0	6	-470
cycle	2	0	4	2	0	6	635
cycle	1	1	4	2	0	6	-180
cycle	0	2	4	2	0	6	205
cycle	1	0	5	2	0	6	930
cycle	0	1	5	2	0	6	-140
cycle	0	0	6	2	0	6	-250
cycle	4	1	0	2	1	6	-1660
cycle	3	2	0	2	1	6	-390
cycle	2	3	0	2	1	6	-360
cycle	1	4	0	2	1	6	850
cycle	0	5	0	2	1	6	1100
cycle	4	0	1	2	1	6	-1660
cycle	3	1	1	2	1	6	-80
cycle	2	2	1	2	1	6	220
cycle	1	3	1	2	1	6	-680
cycle	0	4	1	2	1	6	230
cycle	3	0	2	2	1	6	-390
cycle	2	1	2	2	1	6	220
cycle	1	2	2	2	1	6	3900
cycle	0	3	2	2	1	6	-420
cycle	2	0	3	2	1	6	-360
cycle	1	1	3	2	1	6	-680
cycle	0	2	3	2	1	6	-420
cycle	1	0	4	2	1	6	850
cycle	0	1	4	2	1	6	230
cycle	0	0	5	2	1	6	1100
cycle	3	1	0	2	2	6	3150
cycle	2	2	0	2	2	6	2040
cycle	1	3	0	2	2	6	-70
cycle	0	4	0	2	2	6	730
cycle	3	0	1	2	2	6	3150
cycle	2	1	1	2	2	6	-1590
cycle	1	2	1	2	2	6	900
cycle	2	0	2	2	2	6	2040
cycle	1	1	2	2	2	6	900
cycle	0	2	2	2	2	6	-840
cycle	1	0	3	2	2	6	-70
cycle	0	0	4	2	2	6	730
cycle	2	1	0	2	3	6	-170
cycle	1	2	0	2	3	6	-1210
cycle	0	3	0	2	3	6	-120
cycle	2	0	1	2	3	6	-170
cycle	1	1	1	2	3	6	740
cycle	0	2	1	2	3	6	380
cycle	1	0	2	2	3	6	-1210
cycle	0	1	2	2	3	6	380
cycle	0	0	3	2	3	6	-120
cycle	1	1	0	2	4	6	-1600
cycle	0	2	0	2	4	6	885
cycle	1	0	1	2	4	6	-1600
cycle	0	1	1	2	4	6	370
cycle	0	0	2	2	4	6	885
cycle	0	1	0	2	5	6	490
cycle	0	0	1	2	5	6	490
cycle	4	1	0	2	0	7	320
cycle	3	2	0	2	0	7	310
cycle	2	3	0	2	0	7	60
cycle	1	4	0	2	0	7	570
cycle	0	5	0	2	0	7	-190
cycle	4	0	1	2	0	7	320
cycle	3	1	1	2	0	7	-420
cycle	2	2	1	2	0	7	-540
cycle	1	3	1	2	0	7	-120
cycle	0	4	1	2	0	7	-90
cycle	3	0	2	2	0	7	310
cycle	2	1	2	2	0	7	-540
cycle	1	2	2	2	0	7	-900
cycle	0	3	2	2	0	7	-140
cycle	2	0	3	2	0	7	60
cycle	1	1	3	2	0	7	-120
cycle	0	2	3	2	0	7	-140
cycle	1	0	4	2	0	7	570
cycle	0	1	4	2	0	7	-90
cycle	0	0	5	2	0	7	-190
cycle	3	1	0	2	1	7	-180
cycle	2	2	0	2	1	7	-820
cycle	1	3	0	2	1	7	520
cycle	0	4	0	2	1	7	510
cycle	3	0	1	2	1	7	-180
cycle	2	1	1	2	1	7	440
cycle	1	2	1	2	1	7	200
cycle	0	3	1	2	1	7	-60
cycle	2	0	2	2	1	7	-820
cycle	1	1	2	2	1	7	200
cycle	0	2	2	2	1	7	-660
cycle	1	0	3	2	1	7	520
cycle	0	1	3	2	1	7	-60
cycle	0	0	4	2	1	7	510
cycle	2	1	0	2	2	7	-1350
cycle	1	2	0	2	2	7	-70
cycle	0	3	0	2	2	7	-160
cycle	2	0	1	2	2	7	-1350
cycle	1	1	1	2	2	7	20
cycle	0	2	1	2	2	7	-660
cycle	1	0	2	2	2	7	-70
cycle	0	1	2	2	2	7	-660
cycle	0	0	3	2	2	7	-160
cycle	1	1	0	2	3	7	720
cycle	0	2	0	2	3	7	-220
cycle	1	0	1	2	3	7	720
cycle	0	1	1	2	3	7	-440
cycle	0	0	2	2	3	7	-220
cycle	0	1	0	2	4	7	-30
cycle	0	0	1	2	4	7	-30
cycle	3	1	0	2	0	8	-90
cycle	2	2	0	2	0	8	-25
cycle	1	3	0	2	0	8	350
cycle	0	4	0	2	0	8	-100
cycle	3	0	1	2	0	8	-90
cycle	2	1	1	2	0	8	-160
cycle	1	2	1	2	0	8	-160
cycle	0	3	1	2	0	8	-30
cycle	2	0	2	2	0	8	-25
cycle	1	1	2	2	0	8	-160
cycle	1	0	3	2	0	8	350
cycle	0	1	3	2	0	8	-30
cycle	0	0	4	2	0	8	-100
cycle	2	1	0	2	1	8	450
cycle	1	2	0	2	1	8	760
cycle	0	3	0	2	1	8	400
cycle	2	0	1	2	1	8	450
cycle	1	1	1	2	1	8	-320
cycle	1	0	2	2	1	8	760
cycle	0	0	3	2	1	8	400
cycle	1	1	0	2	2	8	180
cycle	0	2	0	2	2	8	-150
cycle	1	0	1	2	2	8	180
cycle	0	0	2	2	2	8	-150
cycle	0	1	0	2	3	8	-160
cycle	0	0	1	2	3	8	-160
cycle	2	1	0	2	0	9	100
cycle	1	2	0	2	0	9	60
cycle	0	3	0	2	0	9	-50
cycle	2	0	1	2	0	9	100
cycle	1	0	2	2	0	9	60
cycle	0	0	3	2	0	9	-50
cycle	1	1	0	2	1	9	-100
cycle	0	2	0	2	1	9	150
cycle	1	0	1	2	1	9	-100
cycle	0	0	2	2	1	9	150
cycle	0	1	0	2	2	9	150
cycle	0	0	1	2	2	9	150
cycle	0	2	0	2	0	10	-15
cycle	0	0	2	2	0	10	-15
cycle	0	1	0	2	1	10	-30
cycle	0	0	1	2	1	10	-30
cycle	9	1	0	3	1	0	-100
cycle	8	2	0	3	1	0	50
cycle	6	4	0	3	1	0	-410
cycle	5	5	0	3	1	0	-160
cycle	4	6	0	3	1	0	-40
cycle	3	7	0	3	1	0	-240
cycle	2	8	0	3	1	0	-100
cycle	9	0	1	3	1	0	-100
cycle	8	1	1	3	1	0	-100
cycle	7	2	1	3	1	0	60
cycle	6	3	1	3	1	0	160
cycle	5	4	1	3	1	0	40
cycle	4	5	1	3	1	0	-160
cycle	3	6	1	3	1	0	480
cycle	2	7	1	3	1	0	240
cycle	1	8	1	3	1	0	-180
cycle	8	0	2	3	1	0	50
cycle	7	1	2	3	1	0	60
cycle	6	2	2	3	1	0	-120
cycle	5	3	2	3	1	0	-460
cycle	4	4	2	3	1	0	-1030
cycle	3	5	2	3	1	0	200
cycle	2	6	2	3	1	0	490
cycle	1	7	2	3	1	0	-900
cycle	6	1	3	3	1	0	160
cycle	5	2	3	3	1	0	-460
cycle	4	3	3	3	1	0	2520
cycle	3	4	3	3	1	0	-220
cycle	2	5	3	3	1	0	-600
cycle	1	6	3	3	1	0	4740
cycle	6	0	4	3	1	0	-410
cycle	5	1	4	3	1	0	40
cycle	4	2	4	3	1	0	-1030
cycle	3	3	4	3	1	0	-220
cycle	2	4	4	3	1	0	360
cycle	1	5	4	3	1	0	-3560
cycle	5	0	5	3	1	0	-160
cycle	4	1	5	3	1	0	-160
cycle	3	2	5	3	1	0	200
cycle	2	3	5	3	1	0	-600
cycle	1	4	5	3	1	0	-3560
cycle	4	0	6	3	1	0	-40
cycle	3	1	6	3	1	0	480
cycle	2	2	6	3	1	0	490
cycle	1	3	6	3	1	0	4740
cycle	3	0	7	3	1	0	-240
cycle	2	1	7	3	1	0	240
cycle	1	2	7	3	1	0	-900
cycle	2	0	8	3	1	0	-100
cycle	1	1	8	3	1	0	-180
cycle	9	0	0	3	2	0	-180
cycle	8	1	0	3	2	0	-30
cycle	7	2	0	3	2	0	-220
cycle	6	3	0	3	2	0	-1570
cycle	5	4	0	3	2	0	-810
cycle	4	5	0	3	2	0	-1050
cycle	3	6	0	3	2	0	-1510
cycle	2	7	0	3	2	0	-140
cycle	1	8	0	3	2	0	-90
cycle	0	9	0	3	2	0	-180
cycle	8	0	1	3	2	0	-30
cycle	7	1	1	3	2	0	340
cycle	6	2	1	3	2	0	550
cycle	5	3	1	3	2	0	-880
cycle	4	4	1	3	2	0	70
cycle	3	5	1	3	2	0	700
cycle	2	6	1	3	2	0	-90
cycle	1	7	1	3	2	0	-120
cycle	0	8	1	3	2	0	90
cycle	7	0	2	3	2	0	-220
cycle	6	1	2	3	2	0	550
cycle	5	2	2	3	2	0	280
cycle	4	3	2	3	2	0	980
cycle	3	4	2	3	2	0	3750
cycle	2	5	2	3	2	0	240
